rankings,contests,ani_num
275225,3,0
275226,2,0
275227,0,-1
275228,0,0
275229,0,-1
275230,11,-1
275231,22,-1
275232,2,0
275233,7,0
275234,2,0
275235,43,-1
275236,11,0
275237,3,-1
275238,2,0
275239,0,-1
275240,0,-1
275241,2,1
275242,6,-1
275243,3,-1
275244,0,0
275245,2,-1
275246,0,-1
275247,0,0
275248,0,-1
275249,2,0
275250,0,-1
275251,11,0
275252,0,0
275253,0,0
275254,32,0
275255,6,-1
275256,58,-1
275257,5,-1
275258,0,0
275259,2,-1
275260,0,-1
275261,3,1
275262,5,-1
275263,3,0
275264,0,0
275265,0,0
275266,0,0
275267,8,0
275268,2,0
275269,11,0
275270,5,3
275271,3,-1
275272,8,-1
275273,9,0
275274,0,0
275275,0,-1
275276,12,-1
275277,8,0
275278,8,0
275279,21,-1
275280,8,-1
275281,0,0
275282,9,-1
275283,39,-1
275284,4,0
275285,2,-1
275286,0,-1
275287,2,0
275288,13,1
275289,3,0
275290,0,-1
275291,2,0
275292,0,0
275293,0,0
275294,0,-1
275295,3,0
275296,5,3
275297,4,0
275298,2,0
275299,2,0
275300,2,0
275301,2,-1
275302,0,0
275303,0,-1
275304,2,0
275305,0,2
275306,0,0
275307,2,-1
275308,4,0
275309,3,0
275310,3,-1
275311,10,0
275312,0,-1
275313,2,0
275314,25,-1
275315,3,0
275316,2,0
275317,18,-1
275318,0,-1
275319,0,0
275320,4,0
275321,2,0
275322,0,-1
275323,2,0
275324,0,-1
275325,0,-1
275351,6,1
275352,8,3
275353,0,0
275354,0,-1
275355,3,0
275356,0,-1
275357,0,0
275358,3,0
275359,15,0
275360,2,-1
275361,7,0
275362,0,-1
275363,0,0
275364,0,-1
275365,0,0
275366,11,0
275367,0,0
275368,2,-1
275369,6,-1
275370,0,-1
275371,0,-1
275372,0,-1
275373,2,-1
275374,21,0
275375,2,0
275376,70,0
275377,2,0
275378,0,-1
275379,0,0
275380,4,-1
275381,2,-1
275382,0,0
275383,3,0
275384,0,0
275385,23,0
275386,5,0
275387,14,0
275388,2,0
275389,4,0
275390,0,0
275391,5,0
275392,0,-1
275393,5,0
275394,0,-1
275395,10,1
275396,34,0
275397,13,0
275398,5,-1
275399,4,-1
275400,6,4
275401,0,-1
275402,0,0
275403,0,-1
275404,0,-1
275405,2,0
275406,5,0
275407,2,-1
275408,5,-1
275409,2,0
275410,3,0
275411,0,-1
275412,0,0
275413,12,-1
275414,0,0
275415,2,-1
275416,3,0
275417,0,0
275418,2,1
275419,2,0
275420,0,-1
275421,0,0
275422,8,0
275423,15,0
275424,3,0
275425,0,-1
275476,17,0
275477,0,-1
275478,17,0
275479,8,0
275480,0,-1
275481,10,0
275482,8,0
275483,4,-1
275484,0,-1
275485,0,-1
275486,4,0
275487,0,0
275488,0,-1
275489,0,3
275490,2,-1
275491,6,0
275492,0,0
275493,0,0
275494,12,-1
275495,0,0
275496,2,-1
275497,22,0
275498,5,0
275499,0,-1
275500,0,-1
275501,6,0
275502,0,-1
275503,0,-1
275504,0,0
275505,0,0
275506,2,-1
275507,6,-1
275508,4,0
275509,13,-1
275510,45,0
275511,3,1
275512,13,0
275513,0,0
275514,0,-1
275515,5,0
275516,2,0
275517,4,-1
275518,3,0
275519,0,0
275520,0,0
275521,5,0
275522,0,0
275523,4,3
275524,4,0
275525,6,0
275526,3,-1
275527,16,0
275528,18,-1
275529,6,0
275530,4,2
275531,0,0
275532,0,-1
275533,0,0
275534,0,3
275535,2,0
275536,15,1
275537,3,0
275538,0,0
275539,5,0
275540,23,0
275541,11,0
275542,9,0
275543,2,0
275544,0,0
275545,0,-1
275546,6,-1
275547,2,-1
275548,6,-1
275549,2,0
275550,2,-1
275551,2,0
275552,0,0
275553,2,-1
275554,0,-1
275555,0,-1
275556,2,3
275557,0,-1
275558,5,0
275559,2,0
275560,24,-1
275561,31,0
275562,0,-1
275563,0,-1
275564,20,0
275565,0,-1
275566,2,0
275567,0,-1
275568,0,0
275569,5,0
275570,8,2
275571,39,1
275572,2,3
275573,9,2
275574,4,-1
275575,0,-1
275576,30,0
275577,2,-1
275578,8,-1
275579,19,0
275580,0,0
275581,0,0
275582,17,-1
275583,8,0
275584,5,-1
275585,7,-1
275586,12,0
275587,13,-1
275588,0,0
275589,0,-1
275590,4,0
275591,33,0
275592,0,-1
275593,2,0
275594,0,-1
275595,9,-1
275596,8,-1
275597,22,0
275598,3,0
275599,5,0
275600,16,0
275601,2,0
275602,2,0
275603,0,0
275604,0,-1
275605,0,0
275606,4,0
275607,0,1
275608,3,0
275609,46,0
275610,5,0
275611,8,0
275612,0,0
275613,0,-1
275614,0,-1
275615,4,0
275616,24,0
275617,3,0
275618,7,0
275619,0,0
275620,0,-1
275621,5,-1
275622,0,0
275623,2,0
275624,0,-1
275625,27,-1
275626,3,1
275627,9,-1
275628,0,0
275629,2,-1
275630,0,-1
275631,0,0
275632,3,-1
275633,0,-1
275634,6,0
275635,5,-1
275636,6,0
275637,4,1
275638,2,1
275639,11,-1
275640,0,-1
275641,6,0
275642,7,0
275643,0,-1
275644,2,0
275645,2,0
275646,0,-1
275647,0,0
275648,3,0
275649,2,-1
275650,7,0
275651,5,0
275652,3,1
275653,0,0
275654,0,0
275655,7,0
275656,4,-1
275657,2,1
275658,2,0
275659,2,0
275660,7,3
275661,0,-1
275662,24,-1
275663,2,0
275664,2,-1
275665,3,0
275666,0,-1
275667,0,-1
275668,0,-1
275669,0,0
275670,12,0
275671,2,-1
275672,0,-1
275673,2,-1
275674,0,0
275675,7,-1
275676,0,0
275677,0,-1
275678,4,-1
275679,0,0
275680,0,-1
275681,0,-1
275682,0,-1
275683,8,-1
275684,12,0
275685,20,0
275686,0,-1
275687,0,-1
275688,0,2
275689,0,2
275690,2,0
275691,4,0
275692,0,0
275693,2,-1
275694,0,-1
275695,3,0
275696,0,0
275697,5,1
275698,11,0
275699,13,-1
275700,11,0
275751,29,0
275752,3,0
275753,0,-1
275754,2,-1
275755,6,0
275756,2,0
275757,5,0
275758,3,0
275759,9,0
275760,7,1
275761,0,0
275762,0,0
275763,0,-1
275764,4,0
275765,0,0
275766,16,0
275767,4,3
275768,3,0
275769,2,0
275770,3,0
275771,6,0
275772,2,-1
275773,5,0
275774,24,0
275775,0,-1
275776,0,0
275777,5,0
275778,3,-1
275779,3,-1
275780,2,0
275781,0,-1
275782,0,-1
275783,0,0
275784,0,-1
275785,4,1
275786,2,-1
275787,3,-1
275788,3,-1
275789,15,0
275790,2,0
275791,9,0
275792,33,-1
275793,0,-1
275794,0,0
275795,0,-1
275796,0,0
275797,0,0
275798,4,0
275799,11,0
275800,4,3
275801,0,-1
275802,0,-1
275803,0,-1
275804,5,0
275805,2,-1
275806,6,-1
275807,2,0
275808,20,0
275809,0,0
275810,0,-1
275811,6,-1
275812,9,-1
275813,0,-1
275814,2,0
275815,3,-1
275816,3,0
275817,18,2
275818,4,0
275819,3,-1
275820,0,-1
275821,13,-1
275822,0,0
275823,0,0
275824,0,-1
275825,2,0
275826,6,0
275827,21,-1
275828,2,-1
275829,0,0
275830,0,-1
275831,0,-1
275832,0,0
275833,6,0
275834,4,0
275835,0,-1
275836,0,-1
275837,0,-1
275838,0,1
275839,0,0
275840,9,-1
275841,0,0
275842,0,-1
275843,0,-1
275844,6,0
275845,5,-1
275846,8,-1
275847,0,0
275848,0,-1
275849,0,-1
275850,0,-1
275851,2,0
275852,2,-1
275853,3,-1
275854,4,0
275855,4,0
275856,2,0
275857,3,-1
275858,7,0
275859,0,0
275860,0,0
275861,0,0
275862,0,0
275863,0,0
275864,2,-1
275865,4,-1
275866,2,0
275867,10,-1
275868,3,0
275869,5,0
275870,0,-1
275871,2,0
275872,0,-1
275873,0,0
275874,0,-1
275875,4,0
275876,11,2
275877,41,0
275878,0,-1
275879,0,0
275880,6,-1
275881,3,0
275882,10,-1
275883,0,-1
275884,5,0
275885,0,-1
275886,0,0
275887,14,2
275888,2,0
275889,10,-1
275890,2,0
275891,9,0
275892,2,-1
275893,3,0
275894,3,-1
275895,0,-1
275896,8,-1
275897,0,0
275898,0,3
275899,3,-1
275900,5,0
275926,0,0
275927,10,-1
275928,5,-1
275929,11,0
275930,23,0
275931,0,0
275932,0,0
275933,20,4
275934,0,-1
275935,5,-1
275936,4,-1
275937,10,-1
275938,0,-1
275939,0,0
275940,0,0
275941,4,0
275942,0,0
275943,17,0
275944,7,0
275945,70,0
275946,0,-1
275947,24,-1
275948,0,2
275949,9,-1
275950,4,-1
275951,33,4
275952,0,0
275953,2,0
275954,3,-1
275955,2,0
275956,21,0
275957,0,0
275958,0,3
275959,3,0
275960,0,-1
275961,0,0
275962,0,-1
275963,0,-1
275964,0,-1
275965,6,0
275966,0,-1
275967,0,-1
275968,8,0
275969,0,-1
275970,11,-1
275971,0,0
275972,12,2
275973,12,-1
275974,32,0
275975,2,0
275976,2,-1
275977,5,3
275978,2,0
275979,3,0
275980,6,0
275981,0,0
275982,23,-1
275983,5,0
275984,2,0
275985,0,-1
275986,34,0
275987,6,0
275988,3,0
275989,0,3
275990,0,-1
275991,2,0
275992,0,-1
275993,11,0
275994,2,-1
275995,2,0
275996,0,-1
275997,0,0
275998,0,-1
275999,0,0
276000,0,0
276001,2,-1
276002,3,0
276003,4,0
276004,0,-1
276005,4,-1
276006,2,0
276007,25,0
276008,2,0
276009,0,-1
276010,0,0
276011,0,-1
276012,2,0
276013,5,0
276014,4,0
276015,6,2
276016,3,0
276017,0,0
276018,3,0
276019,2,0
276020,0,-1
276021,15,0
276022,2,0
276023,8,2
276024,0,-1
276025,2,0
276026,26,-1
276027,3,-1
276028,3,-1
276029,20,4
276030,0,-1
276031,2,0
276032,0,-1
276033,0,2
276034,2,-1
276035,2,-1
276036,0,0
276037,0,0
276038,0,-1
276039,6,-1
276040,0,0
276041,8,0
276042,0,-1
276043,0,1
276044,0,0
276045,2,-1
276046,3,0
276047,2,0
276048,2,-1
276049,4,-1
276050,2,0
276051,3,-1
276052,18,-1
276053,27,1
276054,22,0
276055,0,4
276056,0,-1
276057,0,-1
276058,3,-1
276059,0,-1
276060,0,-1
276061,3,0
276062,2,0
276063,2,-1
276064,0,0
276065,0,0
276066,2,0
276067,2,0
276068,0,-1
276069,4,0
276070,28,0
276071,0,0
276072,14,0
276073,15,0
276074,0,-1
276075,6,-1
276076,3,0
276077,27,2
276078,4,0
276079,2,-1
276080,2,-1
276081,0,-1
276082,0,-1
276083,0,0
276084,0,-1
276085,2,-1
276086,20,-1
276087,0,0
276088,0,4
276089,0,-1
276090,0,1
276091,2,1
276092,3,-1
276093,23,-1
276094,0,0
276095,0,0
276096,0,0
276097,5,0
276098,4,0
276099,0,0
276100,2,0
276151,13,0
276152,17,2
276153,4,0
276154,2,-1
276155,0,0
276156,2,0
276157,0,-1
276158,0,0
276159,0,0
276160,0,0
276161,3,0
276162,4,0
276163,2,-1
276164,7,0
276165,3,-1
276166,12,0
276167,0,0
276168,4,0
276169,2,0
276170,0,-1
276171,13,-1
276172,7,0
276173,0,0
276174,5,-1
276175,13,0
276176,0,0
276177,0,0
276178,3,0
276179,26,3
276180,6,0
276181,16,3
276182,4,0
276183,2,0
276184,0,-1
276185,0,0
276186,0,0
276187,2,0
276188,11,-1
276189,0,-1
276190,11,0
276191,3,-1
276192,3,0
276193,4,-1
276194,11,0
276195,0,-1
276196,2,-1
276197,2,0
276198,2,0
276199,2,-1
276200,0,0
276201,2,2
276202,3,0
276203,2,-1
276204,9,0
276205,16,0
276206,4,0
276207,0,-1
276208,0,-1
276209,0,0
276210,6,0
276211,17,0
276212,5,0
276213,0,0
276214,4,0
276215,5,0
276216,3,0
276217,30,0
276218,12,0
276219,8,-1
276220,6,0
276221,0,-1
276222,13,3
276223,5,3
276224,4,0
276225,9,-1
276226,0,-1
276227,0,3
276228,0,-1
276229,0,0
276230,16,0
276231,9,-1
276232,4,0
276233,0,0
276234,2,0
276235,2,-1
276236,0,0
276237,4,1
276238,2,0
276239,0,-1
276240,0,0
276241,3,-1
276242,0,-1
276243,6,0
276244,3,0
276245,0,0
276246,0,-1
276247,31,-1
276248,4,0
276249,2,0
276250,16,0
276251,51,-1
276252,0,0
276253,7,0
276254,2,0
276255,8,0
276256,2,-1
276257,0,-1
276258,4,1
276259,0,0
276260,3,-1
276261,2,3
276262,2,0
276263,0,-1
276264,0,-1
276265,3,-1
276266,0,0
276267,0,-1
276268,2,0
276269,0,0
276270,0,0
276271,3,-1
276272,5,-1
276273,14,3
276274,8,-1
276275,0,0
276276,2,-1
276277,4,0
276278,14,-1
276279,4,-1
276280,0,0
276281,16,0
276282,5,0
276283,2,0
276284,4,0
276285,2,0
276286,0,2
276287,0,-1
276288,0,0
276289,0,-1
276290,23,-1
276291,11,0
276292,17,0
276293,0,0
276294,0,0
276295,0,0
276296,5,-1
276297,2,0
276298,2,1
276299,4,0
276300,6,-1
276301,2,0
276302,2,0
276303,2,0
276304,0,0
276305,2,0
276306,2,-1
276307,4,-1
276308,0,0
276309,9,-1
276310,45,0
276311,0,-1
276312,8,-1
276313,16,-1
276314,4,0
276315,0,-1
276316,3,-1
276317,0,-1
276318,2,0
276319,2,-1
276320,6,0
276321,0,-1
276322,19,0
276323,0,-1
276324,0,-1
276325,8,3
276326,2,-1
276327,0,0
276328,9,-1
276329,9,0
276330,10,-1
276331,3,0
276332,55,0
276333,0,-1
276334,0,0
276335,0,0
276336,3,0
276337,6,0
276338,0,0
276339,0,0
276340,0,0
276341,0,3
276342,0,0
276343,4,-1
276344,2,0
276345,4,0
276346,0,0
276347,0,-1
276348,0,0
276349,4,0
276350,5,0
276351,3,0
276352,16,-1
276353,0,-1
276354,9,0
276355,3,0
276356,0,-1
276357,0,-1
276358,3,0
276359,0,-1
276360,2,1
276361,0,-1
276362,27,0
276363,4,0
276364,5,0
276365,0,0
276366,0,-1
276367,13,0
276368,0,-1
276369,3,0
276370,26,0
276371,14,0
276372,3,0
276373,0,-1
276374,3,-1
276375,0,-1
276376,0,0
276377,27,0
276378,2,0
276379,8,0
276380,8,-1
276381,2,0
276382,12,-1
276383,0,0
276384,12,-1
276385,7,1
276386,11,0
276387,2,-1
276388,2,-1
276389,38,-1
276390,0,-1
276391,22,3
276392,37,0
276393,0,-1
276394,2,0
276395,0,-1
276396,0,0
276397,0,-1
276398,6,0
276399,7,-1
276400,2,0
276426,2,0
276427,21,0
276428,5,0
276429,0,-1
276430,0,0
276431,0,0
276432,0,0
276433,3,-1
276434,4,0
276435,2,0
276436,16,-1
276437,0,0
276438,19,0
276439,0,-1
276440,29,0
276441,0,0
276442,5,0
276443,4,0
276444,0,0
276445,3,-1
276446,2,-1
276447,22,2
276448,0,-1
276449,8,-1
276450,0,0
276451,12,-1
276452,2,-1
276453,5,-1
276454,0,0
276455,0,-1
276456,4,0
276457,4,0
276458,4,2
276459,2,-1
276460,42,0
276461,3,0
276462,0,0
276463,0,3
276464,2,0
276465,2,0
276466,5,0
276467,0,-1
276468,0,-1
276469,3,0
276470,0,-1
276471,3,0
276472,4,0
276473,0,0
276474,60,0
276475,4,0
276476,2,0
276477,26,0
276478,18,-1
276479,2,0
276480,0,0
276481,2,0
276482,0,0
276483,0,-1
276484,22,0
276485,11,0
276486,0,0
276487,0,0
276488,3,0
276489,6,0
276490,0,0
276491,0,-1
276492,0,0
276493,3,0
276494,10,0
276495,5,-1
276496,3,0
276497,3,-1
276498,3,0
276499,0,0
276500,0,0
276501,0,0
276502,2,-1
276503,11,0
276504,0,-1
276505,0,0
276506,3,1
276507,4,-1
276508,2,0
276509,0,0
276510,8,0
276511,0,-1
276512,0,2
276513,3,-1
276514,3,-1
276515,0,-1
276516,2,0
276517,3,-1
276518,0,0
276519,0,2
276520,2,-1
276521,8,-1
276522,6,0
276523,0,0
276524,2,0
276525,10,-1
276526,4,0
276527,2,0
276528,2,1
276529,0,0
276530,10,-1
276531,3,-1
276532,8,0
276533,0,0
276534,0,0
276535,14,-1
276536,3,0
276537,29,4
276538,10,-1
276539,0,0
276540,0,0
276541,13,3
276542,0,-1
276543,0,0
276544,0,-1
276545,0,-1
276546,5,-1
276547,12,-1
276548,12,0
276549,33,0
276550,0,-1
276551,4,4
276552,11,1
276553,0,-1
276554,5,0
276555,3,0
276556,14,-1
276557,4,-1
276558,3,-1
276559,0,-1
276560,9,0
276561,8,-1
276562,0,0
276563,2,0
276564,0,-1
276565,0,-1
276566,2,-1
276567,11,0
276568,10,0
276569,13,0
276570,0,0
276571,4,0
276572,3,-1
276573,0,0
276574,3,0
276575,2,2
276576,2,0
276577,2,-1
276578,0,0
276579,0,-1
276580,2,-1
276581,4,0
276582,0,0
276583,5,0
276584,2,-1
276585,13,0
276586,0,-1
276587,0,0
276588,0,-1
276589,3,0
276590,0,-1
276591,17,0
276592,2,-1
276593,0,-1
276594,0,0
276595,7,0
276596,13,2
276597,0,0
276598,8,-1
276599,2,-1
276600,9,0
276601,3,0
276602,6,0
276603,2,0
276604,2,0
276605,4,0
276606,14,0
276607,0,0
276608,0,0
276609,2,0
276610,8,-1
276611,6,-1
276612,0,-1
276613,14,-1
276614,3,-1
276615,0,-1
276616,38,-1
276617,0,-1
276618,0,-1
276619,5,0
276620,2,0
276621,0,-1
276622,4,0
276623,0,0
276624,0,0
276625,3,2
276626,10,0
276627,0,0
276628,0,0
276629,13,0
276630,0,0
276631,16,0
276632,0,0
276633,3,0
276634,6,0
276635,6,0
276636,12,0
276637,0,-1
276638,0,-1
276639,0,-1
276640,18,0
276641,3,0
276642,4,-1
276643,11,0
276644,3,-1
276645,0,0
276646,0,0
276647,4,0
276648,0,-1
276649,16,0
276650,0,-1
276651,15,0
276652,2,0
276653,5,-1
276654,0,1
276655,2,-1
276656,17,0
276657,4,-1
276658,6,-1
276659,0,0
276660,0,0
276661,2,0
276662,5,0
276663,20,0
276664,5,-1
276665,0,0
276666,0,2
276667,2,0
276668,3,0
276669,10,0
276670,0,-1
276671,0,-1
276672,0,0
276673,3,0
276674,2,-1
276675,0,0
276676,0,0
276677,26,0
276678,2,-1
276679,2,0
276680,0,0
276681,24,0
276682,0,0
276683,0,0
276684,0,-1
276685,9,0
276686,11,0
276687,15,-1
276688,17,0
276689,4,0
276690,11,-1
276691,0,-1
276692,0,-1
276693,3,0
276694,0,3
276695,2,-1
276696,0,0
276697,3,-1
276698,31,0
276699,0,0
276700,2,0
276701,3,-1
276702,4,0
276703,0,0
276704,0,-1
276705,14,0
276706,0,0
276707,0,4
276708,5,-1
276709,2,0
276710,3,0
276711,17,0
276712,3,4
276713,0,0
276714,4,3
276715,0,0
276716,0,4
276717,0,2
276718,8,0
276719,0,1
276720,0,0
276721,38,-1
276722,4,1
276723,4,0
276724,3,-1
276725,4,0
276726,4,3
276727,6,-1
276728,0,0
276729,2,0
276730,0,0
276731,0,-1
276732,3,0
276733,4,-1
276734,0,-1
276735,2,-1
276736,25,-1
276737,19,0
276738,5,-1
276739,0,-1
276740,4,0
276741,0,-1
276742,0,-1
276743,5,-1
276744,5,0
276745,0,0
276746,0,0
276747,0,-1
276748,4,-1
276749,4,0
276750,2,0
276751,12,0
276752,0,-1
276753,8,0
276754,0,0
276755,0,-1
276756,19,-1
276757,11,-1
276758,0,2
276759,0,-1
276760,41,-1
276761,8,-1
276762,0,-1
276763,0,0
276764,0,0
276765,3,0
276766,0,-1
276767,2,1
276768,10,0
276769,0,0
276770,2,3
276771,0,0
276772,4,-1
276773,6,-1
276774,8,0
276775,0,0
276776,0,-1
276777,3,-1
276778,2,0
276779,3,-1
276780,0,-1
276781,0,0
276782,2,0
276783,2,0
276784,12,0
276785,12,-1
276786,0,-1
276787,2,0
276788,4,-1
276789,0,0
276790,9,0
276791,33,3
276792,0,0
276793,0,0
276794,2,-1
276795,3,0
276796,4,-1
276797,0,-1
276798,0,-1
276799,7,3
276800,2,0
276826,6,0
276827,6,1
276828,3,0
276829,5,-1
276830,0,0
276831,0,-1
276832,22,0
276833,4,0
276834,15,-1
276835,15,2
276836,4,-1
276837,0,-1
276838,0,0
276839,0,0
276840,4,-1
276841,3,0
276842,12,0
276843,6,0
276844,10,3
276845,3,-1
276846,12,0
276847,0,0
276848,0,-1
276849,0,0
276850,0,0
276851,0,-1
276852,0,-1
276853,5,0
276854,4,0
276855,4,0
276856,2,-1
276857,5,-1
276858,3,0
276859,9,-1
276860,0,-1
276861,0,0
276862,10,3
276863,13,4
276864,4,0
276865,2,-1
276866,2,-1
276867,4,0
276868,0,-1
276869,5,0
276870,4,0
276871,9,1
276872,8,-1
276873,0,0
276874,0,-1
276875,4,1
276901,0,-1
276902,6,0
276903,8,0
276904,0,-1
276905,0,1
276906,2,0
276907,103,-1
276908,0,0
276909,0,0
276910,4,3
276911,2,0
276912,5,0
276913,0,0
276914,9,-1
276915,6,0
276916,0,-1
276917,39,0
276918,3,0
276919,3,-1
276920,4,-1
276921,3,-1
276922,7,0
276923,0,0
276924,0,-1
276925,18,-1
276926,2,-1
276927,2,0
276928,0,-1
276929,0,0
276930,3,0
276931,0,0
276932,8,0
276933,21,-1
276934,6,0
276935,20,-1
276936,7,-1
276937,2,0
276938,0,-1
276939,0,0
276940,2,0
276941,3,0
276942,14,-1
276943,0,-1
276944,0,0
276945,2,-1
276946,0,0
276947,5,0
276948,2,-1
276949,3,0
276950,2,0
276951,0,-1
276952,2,-1
276953,0,-1
276954,0,0
276955,5,0
276956,12,0
276957,4,0
276958,3,-1
276959,5,-1
276960,19,0
276961,2,-1
276962,0,-1
276963,0,0
276964,0,0
276965,0,-1
276966,0,1
276967,3,0
276968,6,0
276969,2,3
276970,12,-1
276971,5,0
276972,56,0
276973,8,0
276974,0,0
276975,17,-1
276976,0,-1
276977,6,0
276978,11,-1
276979,4,0
276980,2,-1
276981,2,-1
276982,0,0
276983,0,-1
276984,2,0
276985,0,0
276986,2,0
276987,4,0
276988,15,0
276989,8,0
276990,0,-1
276991,2,0
276992,0,-1
276993,0,0
276994,2,-1
276995,0,0
276996,2,0
276997,14,-1
276998,27,0
276999,4,-1
277000,13,0
277026,4,4
277027,0,0
277028,3,-1
277029,0,0
277030,2,0
277031,23,0
277032,3,0
277033,0,0
277034,0,0
277035,0,0
277036,0,0
277037,40,0
277038,0,4
277039,2,-1
277040,15,0
277041,0,-1
277042,0,0
277043,18,-1
277044,2,1
277045,5,-1
277046,3,0
277047,0,0
277048,0,0
277049,17,2
277050,2,0
277051,3,0
277052,12,0
277053,0,-1
277054,0,-1
277055,6,0
277056,0,-1
277057,6,0
277058,0,0
277059,5,0
277060,4,-1
277061,13,-1
277062,3,3
277063,2,-1
277064,2,-1
277065,6,-1
277066,2,0
277067,2,0
277068,2,0
277069,0,-1
277070,0,0
277071,0,0
277072,9,0
277073,0,0
277074,0,-1
277075,2,0
277076,7,0
277077,122,0
277078,0,-1
277079,0,0
277080,0,0
277081,0,-1
277082,8,-1
277083,0,-1
277084,0,-1
277085,0,-1
277086,3,0
277087,0,0
277088,2,0
277089,0,-1
277090,0,0
277091,0,3
277092,4,0
277093,6,2
277094,4,-1
277095,13,0
277096,3,0
277097,0,0
277098,0,-1
277099,5,0
277100,4,0
277101,0,1
277102,0,0
277103,0,0
277104,4,0
277105,8,-1
277106,22,-1
277107,0,-1
277108,9,0
277109,3,0
277110,9,0
277111,17,0
277112,0,0
277113,0,0
277114,0,-1
277115,4,-1
277116,2,0
277117,0,-1
277118,0,2
277119,7,0
277120,0,0
277121,12,0
277122,0,0
277123,2,-1
277124,0,2
277125,12,3
277151,22,0
277152,19,0
277153,3,0
277154,3,0
277155,0,-1
277156,0,0
277157,3,2
277158,3,3
277159,0,0
277160,3,0
277161,3,-1
277162,2,-1
277163,11,0
277164,0,-1
277165,7,1
277166,9,0
277167,2,0
277168,0,-1
277169,0,0
277170,0,0
277171,4,-1
277172,7,0
277173,5,-1
277174,0,2
277175,2,-1
277201,0,-1
277202,24,1
277203,2,-1
277204,0,-1
277205,13,-1
277206,5,0
277207,0,-1
277208,19,0
277209,5,0
277210,2,0
277211,0,-1
277212,2,-1
277213,3,0
277214,5,0
277215,4,3
277216,0,0
277217,12,-1
277218,8,-1
277219,9,-1
277220,2,0
277221,0,-1
277222,5,-1
277223,42,0
277224,0,0
277225,11,0
277226,3,-1
277227,0,0
277228,0,-1
277229,0,0
277230,0,0
277231,2,-1
277232,4,0
277233,8,0
277234,2,0
277235,2,0
277236,2,-1
277237,10,-1
277238,0,-1
277239,8,0
277240,2,-1
277241,2,0
277242,0,-1
277243,4,0
277244,0,-1
277245,5,0
277246,5,0
277247,4,0
277248,2,-1
277249,2,-1
277250,2,0
277251,4,-1
277252,25,0
277253,2,0
277254,5,-1
277255,0,0
277256,0,3
277257,3,-1
277258,15,-1
277259,23,-1
277260,0,-1
277261,0,0
277262,2,-1
277263,6,0
277264,24,-1
277265,9,-1
277266,0,0
277267,20,-1
277268,0,-1
277269,0,0
277270,0,0
277271,2,0
277272,4,-1
277273,2,-1
277274,3,0
277275,0,0
277276,5,0
277277,8,-1
277278,8,0
277279,0,0
277280,0,-1
277281,3,0
277282,3,0
277283,8,-1
277284,2,-1
277285,3,0
277286,2,0
277287,3,0
277288,5,-1
277289,4,3
277290,11,0
277291,11,0
277292,6,0
277293,2,-1
277294,4,0
277295,0,0
277296,33,3
277297,2,-1
277298,2,-1
277299,5,-1
277300,2,0
277301,4,0
277302,0,-1
277303,0,3
277304,0,0
277305,0,0
277306,0,-1
277307,2,0
277308,0,-1
277309,0,-1
277310,0,0
277311,4,0
277312,3,-1
277313,11,1
277314,4,2
277315,2,0
277316,29,0
277317,3,0
277318,2,0
277319,0,-1
277320,3,0
277321,0,0
277322,0,0
277323,2,-1
277324,8,0
277325,2,0
277351,2,-1
277352,2,-1
277353,5,0
277354,2,-1
277355,7,1
277356,26,0
277357,3,-1
277358,3,-1
277359,2,-1
277360,0,0
277361,0,-1
277362,0,1
277363,3,0
277364,4,-1
277365,13,0
277366,10,0
277367,7,-1
277368,3,0
277369,19,0
277370,0,0
277371,17,0
277372,3,-1
277373,6,0
277374,23,-1
277375,4,-1
277401,2,0
277402,23,0
277403,17,-1
277404,0,-1
277405,0,-1
277406,0,-1
277407,0,0
277408,9,3
277409,0,0
277410,10,0
277411,2,0
277412,3,4
277413,14,0
277414,3,-1
277415,10,-1
277416,5,-1
277417,4,0
277418,0,2
277419,4,-1
277420,6,0
277421,2,0
277422,7,0
277423,4,-1
277424,12,-1
277425,0,0
277426,0,-1
277427,0,-1
277428,0,0
277429,4,-1
277430,3,0
277431,4,2
277432,2,0
277433,0,0
277434,0,0
277435,3,-1
277436,4,-1
277437,3,0
277438,2,-1
277439,2,0
277440,0,2
277441,2,-1
277442,13,0
277443,4,0
277444,4,0
277445,3,-1
277446,11,0
277447,2,0
277448,4,0
277449,0,0
277450,2,0
277451,2,0
277452,2,0
277453,0,-1
277454,6,0
277455,4,0
277456,4,0
277457,2,-1
277458,4,0
277459,0,-1
277460,2,-1
277461,2,0
277462,2,-1
277463,5,-1
277464,10,-1
277465,8,1
277466,0,-1
277467,5,-1
277468,0,0
277469,0,-1
277470,19,0
277471,0,-1
277472,0,0
277473,4,0
277474,0,0
277475,5,-1
277476,10,-1
277477,13,0
277478,0,0
277479,6,0
277480,0,0
277481,0,3
277482,2,-1
277483,8,-1
277484,5,-1
277485,17,0
277486,2,0
277487,5,-1
277488,2,-1
277489,0,2
277490,9,0
277491,5,0
277492,2,-1
277493,0,-1
277494,0,0
277495,0,0
277496,0,-1
277497,0,-1
277498,2,-1
277499,0,0
277500,8,-1
277501,6,0
277502,0,-1
277503,5,0
277504,0,-1
277505,0,-1
277506,3,-1
277507,4,0
277508,2,0
277509,5,-1
277510,0,0
277511,12,-1
277512,2,0
277513,0,0
277514,0,0
277515,0,0
277516,0,2
277517,18,-1
